"AVG_TIMESTAMP","DISTANCE","LAT_1","LON_1","LAT_2","LON_2"
"1433639512722","0.483937993247747","52.0611265","4.4134581","52.0651192","4.4162563"
"1433639504722","0.4839584227140766","52.0611263","4.4134581","52.0651192","4.4162563"
"1433639496722","0.4839584227140766","52.0611263","4.4134581","52.0651192","4.4162563"
"1433639488722","0.48400200140149374","52.0611259","4.413458","52.0651192","4.4162563"
"1433639481222","0.4840197120762953","52.0611257","4.4134581","52.0651192","4.4162563"
"1433639473222","0.48405307628762106","52.0611254","4.413458","52.0651192","4.4162563"
"1433639465722","0.48406601039576597","52.0611253","4.4134579","52.0651192","4.4162563"
"1433639457722","0.48409187863751596","52.0611251","4.4134577","52.0651192","4.4162563"
"1433639449722","0.48411774690720255","52.0611249","4.4134575","52.0651192","4.4162563"
"1433639441722","0.48412318537179916","52.0611249","4.4134573","52.0651192","4.4162563"
"1433639434222","0.48412318537179916","52.0611249","4.4134573","52.0651192","4.4162563"
"1433639431776","0.47541500727001923","52.0611452","4.41371","52.0651192","4.4162563"
"1433639421141","0.47541500727001923","52.0611452","4.41371","52.0651192","4.4162563"
"1433639407222","0.48411774690720255","52.0611249","4.4134575","52.0651192","4.4162563"
"1433639399222","0.48411774690720255","52.0611249","4.4134575","52.0651192","4.4162563"
"1433639391722","0.4841456731259893","52.0611246","4.4134576","52.0651192","4.4162563"
"1433639383722","0.4841429542693971","52.0611246","4.4134577","52.0651192","4.4162563"
"1433639375722","0.4841504508001453","52.0611245","4.4134578","52.0651192","4.4162563"
"1433639367722","0.4841810969543807","52.0611242","4.4134578","52.0651192","4.4162563"
"1433639359722","0.4841763188152318","52.0611243","4.4134576","52.0651192","4.4162563"
"1433639352222","0.4841817564279889","52.0611243","4.4134574","52.0651192","4.4162563"
"1433639344722","0.48415383018409364","52.0611246","4.4134573","52.0651192","4.4162563"
"1433639337222","0.4841565493670683","52.0611246","4.4134572","52.0651192","4.4162563"
"1433639329722","0.4841000363108986","52.0611251","4.4134574","52.0651192","4.4162563"
"1433639321722","0.48409254092230436","52.0611252","4.4134573","52.0651192","4.4162563"
"1433639314222","0.4841313436845077","52.0611249","4.413457","52.0651192","4.4162563"
"1433639306222","0.484182417711009","52.0611244","4.413457","52.0651192","4.4162563"
